view,source,target,weight,patents
assignee_country,assignee::HONDA MOTOR,country::JP,4,106413270; 111586005; 101968427; 114240811
assignee_country,assignee::LINDE,country::DE,4,82565553; 85758116; 85758103; 85758108
assignee_country,assignee::TOPSOE,country::EE,4,100674664; 103607055; 95617533; 101955362
assignee_country,assignee::TOYOTA MOTOR,country::WO,4,55016601; 44672238; 44668494; 46248577
assignee_country,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,country::EP,4,73827816; 78510702; 71292352; 92464691
assignee_country,assignee::UTILITY GLOBAL,country::US,4,112883886; 114398668; 115547269; 111147448
assignee_country,assignee::ZHEJIANG BAIMA LAKE LABORATORY,country::CN,4,109766128; 108808107; 112354020; 106866991
assignee_country,assignee::ARAMCO,country::SA,3,116476220; 94621513; 66508929
assignee_country,assignee::ARAMCO,country::US,3,116476220; 94621513; 66508929
assignee_country,assignee::AVANTIUM KNOWLEDGE CENTRE,country::EP,3,112473551; 112473553; 112473561
assignee_country,assignee::AVANTIUM KNOWLEDGE CENTRE,country::NL,3,112473551; 112473553; 112473561
assignee_country,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,country::FR,3,67597001; 66367131; 84993693
assignee_country,assignee::COVESTRO,country::DE,3,93617165; 87991721; 82742757
assignee_country,assignee::COVESTRO,country::EP,3,93617165; 87991721; 82742757
assignee_country,assignee::HITACHI,country::JP,3,101956586; 96314074; 107089672
assignee_country,assignee::HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,3,102493599; 114892955; 101335911
assignee_country,assignee::INSTITUTE OF PROCESS ENGINEERING - CHINESE ACADEMY OF SCIENCES,country::CN,3,117825503; 98666737; 116298732
assignee_country,assignee::JIANGSU UNIVERSITY,country::CN,3,96701999; 105493992; 105437834
assignee_country,assignee::KOREA INSTITUTE OF SCIENCE & TECHNOLOGY,country::KR,3,108851809; 116414667; 103934571
assignee_country,assignee::SEKISUI CHEMICAL,country::JP,3,106145261; 116244461; 110666488
assignee_country,assignee::TOPSOE,country::SE,3,64469752; 100674664; 73295054
assignee_country,assignee::CERAMATEC,country::US,2,14919739; 67334411
assignee_country,assignee::CHANGZHOU GERUIKESI ENERGY TECHNOLOGY,country::CN,2,118106537; 118274866
assignee_country,assignee::CNRS,country::US,2,69060627; 78510702
assignee_country,assignee::ELECTROCHEMICALS ZRT,country::HU,2,98314273; 107513925
assignee_country,assignee::ELECTROCHEMICALS ZRT,country::RS,2,98314273; 107513925
assignee_country,assignee::FUJIAN NORMAL UNIVERSITY,country::CN,2,90886203; 93254642
assignee_country,assignee::HANYANG UNIVERSITY,country::KR,2,105886055; 100582928
assignee_country,assignee::HARBIN INSTITUTE OF TECHNOLOGY,country::CN,2,102352265; 116773798
assignee_country,assignee::HEILONGJIANG QIZHENG HIGH TECHNOLOGY MATERIAL TECHNOLOGY,country::CN,2,108163425; 108401777
assignee_country,assignee::JOHNS HOPKINS UNIVERSITY,country::US,2,115708489; 112177579
assignee_country,assignee::KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY,country::KR,2,35372708; 115109027
assignee_country,assignee::NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING - CHINESE ACADEMY OF SCIENCES,country::CN,2,94934392; 115136805
assignee_country,assignee::NIPPON TELEGRAPH & TELEPHONE,country::JP,2,107639787; 102808473
assignee_country,assignee::NIPPON TELEGRAPH & TELEPHONE,country::WO,2,107639787; 102808473
assignee_country,assignee::OSAKA GAS,country::JP,2,96376807; 104546406
assignee_country,assignee::PUSAN NATIONAL UNIVERSITY INDUSTRY UNIVERSITY COOPERATION FOUNDATION,country::KR,2,83172492; 79012090
assignee_country,assignee::REGENTS OF THE UNIVERSITY OF CALIFORNIA,country::US,2,95502318; 114057507
assignee_country,assignee::SHANGHAI JIAO TONG UNIVERSITY,country::CN,2,105555372; 104914800
assignee_country,assignee::SIEMENS ENERGY,country::EP,2,107278856; 91085959
assignee_country,assignee::SINOPEC,country::CN,2,92423180; 116120311
assignee_country,assignee::SOUTHEAST UNIVERSITY,country::CN,2,87032374; 100554181
assignee_country,assignee::SOUTHWEST UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,2,106179974; 104081456
assignee_country,assignee::THALESNANO,country::HU,2,98314273; 107513925
assignee_country,assignee::THALESNANO,country::RS,2,98314273; 107513925
assignee_country,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,country::US,2,69060627; 78510702
assignee_country,assignee::UNIVERSITY OF LIVERPOOL,country::GB,2,92565798; 104791873
assignee_country,assignee::UNIVERSITY OF SZEGED,country::HU,2,98314273; 107513925
assignee_country,assignee::UNIVERSITY OF SZEGED,country::RS,2,98314273; 107513925
assignee_country,assignee::XIAMEN UNIVERSITY,country::CN,2,117521363; 105438541
assignee_country,assignee::XIAN JIAOTONG UNIVERSITY,country::CN,2,103030257; 116440098
assignee_country,assignee::ZHEJIANG TIANDI ENV PROT TECHNOLOGY,country::CN,2,109766128; 106866991
assignee_country,assignee::ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY,country::CN,2,106729837; 114777530
assignee_country,assignee::AHMEDABAD UNIVERSITY,country::IN,1,116730524
assignee_country,assignee::AIR COMPANY HOLDINGS,country::US,1,82922217
assignee_country,assignee::AIR LIQUIDE,country::DE,1,92464691
assignee_country,assignee::AIR LIQUIDE,country::EP,1,92464691
assignee_country,assignee::AIR LIQUIDE,country::FR,1,92464691
assignee_country,assignee::AIST - NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY,country::JP,1,88193055
assignee_country,assignee::AKITA UNIVERSITY,country::JP,1,86205375
assignee_country,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,country::US,1,67443260
assignee_country,assignee::ANHUI YUANZHOU GREEN CARBON TECHNOLOGY,country::CN,1,115590122
assignee_country,assignee::ARAMCO,country::BD,1,66508929
assignee_country,assignee::ARAMCO,country::GR,1,94621513
assignee_country,assignee::ARAMCO,country::JO,1,66508929
assignee_country,assignee::ARKRAY,country::JP,1,101368053
assignee_country,assignee::BEIFANG UNIVERSITY OF NATIONALITIES,country::CN,1,106179974
assignee_country,assignee::BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,country::CN,1,115970616
assignee_country,assignee::BEIJING UNIVERSITY OF TECHNOLOGY,country::CN,1,100868293
assignee_country,assignee::CARBON ENERGY TECHNOLOGY,country::CN,1,113078510
assignee_country,assignee::CEC SOLUTIONS,country::US,1,114628861
assignee_country,assignee::CENTRAL SOUTH UNIVERSITY,country::CN,1,111953180
assignee_country,assignee::CHINA AUTOMOTIVE TECHNOLOGY & RESEARCH CENTER,country::CN,1,109733203
assignee_country,assignee::CHINA ELECTRONIC TECHNOLOGY,country::CN,1,116773798
assignee_country,assignee::CHINA HUADIAN ENGINEERING,country::CN,1,113078510
assignee_country,assignee::CHINA OCEAN UNIVERSITY,country::CN,1,116720313
assignee_country,assignee::CHIYODA,country::JP,1,83691812
assignee_country,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,country::CN,1,105418286
assignee_country,assignee::CNRS,country::AU,1,69208275
assignee_country,assignee::CNRS,country::CA,1,68986421
assignee_country,assignee::CNRS,country::DE,1,92464691
assignee_country,assignee::COLORADO SCHOOL OF MINES,country::US,1,67443260
assignee_country,assignee::CONCORD SPIRITS,country::US,1,82922217
assignee_country,assignee::CSSC HANDAN PERIC HYDROGEN ENERGY TECHNOLOGY,country::CN,1,116440098
assignee_country,assignee::D CRBN,country::BE,1,107376902
assignee_country,assignee::DAICEL,country::JP,1,114240811
assignee_country,assignee::DAIKIN INDUSTRIES,country::JP,1,101368053
assignee_country,assignee::DALIAN UNIVERSITY,country::CN,1,116013304
assignee_country,assignee::DIOXYCLE,country::FR,1,107739736
assignee_country,assignee::DIOXYCLE,country::US,1,107739736
assignee_country,assignee::DONG EUI UNIVERSITY INDUSTRY ACADEMIC COOPERATIONFOUNDATION,country::KR,1,71965537
assignee_country,assignee::DONGHUA UNIVERSITY,country::CN,1,115484302
assignee_country,assignee::DOSHISHA UNIVERSITY,country::JP,1,101368053
assignee_country,assignee::EAST CHINA NORMAL UNIVERSITY,country::CN,1,117486565
assignee_country,assignee::ELECTROCHEMICALS ZRT,country::EP,1,98314273
assignee_country,assignee::ELECTROCHEMICALS ZRT,country::RU,1,107513925
assignee_country,assignee::ENGIE,country::FR,1,75166129
assignee_country,assignee::ENLIGHTEN INNOVATIONS,country::US,1,67334411
assignee_country,assignee::EPFL - ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,country::CH,1,112262309
assignee_country,assignee::EPFL - ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,country::EP,1,112262309
assignee_country,assignee::EPFL - ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,country::IT,1,112262309
assignee_country,assignee::FAIRBRICS,country::FR,1,104121451
assignee_country,assignee::FCI,country::KR,1,112387292
assignee_country,assignee::FIELD UPGRADING,country::US,1,14919739
assignee_country,assignee::FORSCHUNGSZENTRUM JUELICH,country::DE,1,93504955
assignee_country,assignee::FORSCHUNGSZENTRUM JUELICH,country::NL,1,93504955
assignee_country,assignee::FOSHAN UNIVERSITY,country::CN,1,108214882
assignee_country,assignee::FUELCELL ENERGY,country::US,1,114398667
assignee_country,assignee::FUJIAN INSTITUTE OF RESEARCH ON THE STRUCTURE OF MATTER - CHINESE ACADEMY OF SCIENCES,country::CN,1,104816669
assignee_country,assignee::FUNDACION CENTER DE INNOVACION & DESARROLLO TECNOLOGICO,country::ES,1,64914748
assignee_country,assignee::FUZHOU UNIVERSITY,country::CN,1,102969825
assignee_country,assignee::GD POWER DEVELOPMENT,country::CN,1,115347016
assignee_country,assignee::GIG KARASEK,country::AT,1,116397541
assignee_country,assignee::GIST - GWANGJU INSTITUTE OF SCIENCE & TECHNOLOGY,country::KR,1,104997454
assignee_country,assignee::GLOBAL ENERGY INTERCONNECTION RESEARCH INSTITUTE,country::CN,1,86637940
assignee_country,assignee::GUANGDONG POWER GRID,country::CN,1,100072108
assignee_country,assignee::GUO HUANG ([US]),country::US,1,44441678
assignee_country,assignee::GUONENG SANHE POWER GENERATION,country::CN,1,115347016
assignee_country,assignee::HEBEI UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,1,96729039
assignee_country,assignee::HENAN UNIVERSITY,country::CN,1,108569271
assignee_country,assignee::HENAN UNIVERSITY OF TECHNOLOGY,country::CN,1,110304393
assignee_country,assignee::HIROSAKI UNIVERSITY,country::JP,1,86205375
assignee_country,assignee::HITACHI,country::WO,1,96314074
assignee_country,assignee::HUADIAN ENVIRONMENT PROTECTION ENGINEERING,country::CN,1,113078510
assignee_country,assignee::HUANENG GROUP,country::CN,1,100799928
assignee_country,assignee::HUNAN UNIVERSITY,country::CN,1,108739790
assignee_country,assignee::IDEMITSU KOSAN,country::CN,1,106316002
assignee_country,assignee::IHI,country::JP,1,96823449
assignee_country,assignee::INDIAN INSTITUTE OF TECHNOLOGY BOMBAY,country::IN,1,115631039
assignee_country,assignee::INFINIUM,country::US,1,106413185
assignee_country,assignee::INSTITUTE OF AUTOMATION - CHINESE ACADEMY OF SCIENCES,country::CN,1,115363192
assignee_country,assignee::INSTITUTE OF CHEMICAL INDUSTRY OF FOREST PRODUCTS CHINESE ACADEMY OF FORESTRY,country::CN,1,105036941
assignee_country,assignee::INSTITUTE OF COAL CHEMISTRY - CHINESE ACADEMY OF SCIENCE,country::CN,1,79172273
assignee_country,assignee::IQBAL GULFAM ([US]),country::US,1,44441678
assignee_country,assignee::ISTITUTO ITALIANO DI TECNOLOGIA,country::IT,1,96558426
assignee_country,assignee::JAPAN SCIENCE & TECHNOLOGY AGENCY,country::JP,1,86205375
assignee_country,assignee::KANG BRUCE S ([US]),country::US,1,44441678
assignee_country,assignee::KATHOLIEKE UNIVERSITEIT LEUVEN,country::BE,1,102038550
assignee_country,assignee::KATHOLIEKE UNIVERSITEIT LEUVEN,country::EP,1,102038550
assignee_country,assignee::KING FAHD UNIVERSITY OF PETROLEUM & MINERALS,country::SA,1,115039917
assignee_country,assignee::KING FAHD UNIVERSITY OF PETROLEUM & MINERALS,country::US,1,115039917
assignee_country,assignee::KOREA INSTITUTE OF ENERGY RESEARCH,country::KR,1,74496528
assignee_country,assignee::KOREA INSTITUTE OF INDUSTRIAL TECHNOLOGY,country::KR,1,84680718
assignee_country,assignee::KRICT KOREA RESEARCH INSTITUTE OF CHEMICAL TECHNOLOGY,country::KR,1,112969726
assignee_country,assignee::KYUSHU UNIVERSITY,country::JP,1,118083135
assignee_country,assignee::LIAONING UNIVERSITY,country::CN,1,104822026
assignee_country,assignee::LINDE,country::US,1,82565553
assignee_country,assignee::LIQUID SUN,country::EP,1,115866554
assignee_country,assignee::LIQUID SUN,country::FI,1,115866554
assignee_country,assignee::LOTTE CHEMICAL,country::KR,1,100393580
assignee_country,assignee::MANUFACTURING SYSTEMS,country::NZ,1,85904334
assignee_country,assignee::MANUFACTURING SYSTEMS,country::US,1,85904334
assignee_country,assignee::MITSUBISHI ELECTRIC,country::JP,1,104127510
assignee_country,assignee::MITSUBISHI ELECTRIC,country::WO,1,104127510
assignee_country,assignee::MITSUI KINZOKU,country::JP,1,114240811
assignee_country,assignee::MITSUI MINING & SMELTING,country::JP,1,114240811
assignee_country,assignee::NANJING FORESTRY UNIVERSITY,country::CN,1,105036941
assignee_country,assignee::NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,1,106672290
assignee_country,assignee::NANJING UNIVERSITY OF TECHNOLOGY,country::CN,1,91898287
assignee_country,assignee::NEWSOUTH INNOVATIONS,country::AU,1,104024514
assignee_country,assignee::NGK INSULATORS,country::JP,1,116562374
assignee_country,assignee::NINGBO CARBON NEW ENERGY TECHNOLOGY,country::CN,1,101555236
assignee_country,assignee::NINGXIA UNIVERSITY,country::CN,1,114887582
assignee_country,assignee::NORTHEASTERN UNIVERSITY OF CHINA,country::CN,1,98505907
assignee_country,assignee::NORTHERN ILLINOIS UNIVERSITY,country::US,1,98849845
assignee_country,assignee::NORTHWESTERN UNIVERSITY,country::SA,1,116476220
assignee_country,assignee::NORTHWESTERN UNIVERSITY,country::US,1,116476220
assignee_country,assignee::NUAA - NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS,country::CN,1,111894530
assignee_country,assignee::OSAKA UNIVERSITY,country::CN,1,106316002
assignee_country,assignee::OSAKA UNIVERSITY,country::JP,1,106316002
assignee_country,assignee::PAUL SCHERRER INSTITUTE,country::CH,1,83256656
assignee_country,assignee::PAUL SCHERRER INSTITUTE,country::EP,1,83256656
assignee_country,assignee::PENN STATE RESEARCH FOUNDATION,country::CA,1,83842416
assignee_country,assignee::PENN STATE RESEARCH FOUNDATION,country::US,1,83842416
assignee_country,assignee::PIZHOU PAOCHE ANCIENT LIYUAN SCENIC SPOT MANAGEMENT SERVICE,country::CN,1,104914800
assignee_country,assignee::PRINCETON UNIVERSITY,country::US,1,83693059
assignee_country,assignee::QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,1,111204819
assignee_country,assignee::QUZHOU RESEARCH INSTITUTE OF ZHEJIANG UNIVERSITY,country::CN,1,101562974
assignee_country,assignee::QUZHOU RESOURCE CHEMICAL INNOVATION RESEARCH INSTITUTE,country::CN,1,115970616
assignee_country,assignee::REGENTS OF THE UNIVERSITY OF MICHIGAN,country::CA,1,92032595
assignee_country,assignee::REGENTS OF THE UNIVERSITY OF MICHIGAN,country::US,1,92032595
assignee_country,assignee::REGENTS OF THE UNIVERSITY OF MICHIGAN,country::UY,1,92032595
assignee_country,assignee::RESEARCH CENTER FOR ECO ENVIRONMENTAL SCIENCES - CHINESE ACADEMY OF SCIENCES,country::CN,1,89672842
assignee_country,assignee::ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY,country::AU,1,116181184
assignee_country,assignee::SANTAN ANHUI TECHNOLOGY RESEARCH INSTITUTE,country::CN,1,105758218
assignee_country,assignee::SCATTERBO TECHNOLOGIES BEIJING,country::CN,1,106753547
assignee_country,assignee::SEKA TOHRO BEIJING SCIENCE & TECHNOLOGY,country::CN,1,106753547
assignee_country,assignee::SEKISUI CHEMICAL,country::US,1,106145261
assignee_country,assignee::SHAANXI COAL INDUSTRY NEW ENERGY TECHNOLOGY,country::CN,1,108150520
assignee_country,assignee::SHAANXI NORMAL UNIVERSITY,country::CN,1,105486835
assignee_country,assignee::SHAANXI UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,1,116285153
assignee_country,assignee::SHANDONG UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,1,97840083
assignee_country,assignee::SHANGHAI ADVANCED RESEARCH INSTITUTE - CHINESE ACADEMY OF SCIENCES,country::CN,1,114532676
assignee_country,assignee::SHANGHAI ELECTRIC,country::CN,1,118096155
assignee_country,assignee::SHANGHAI INSTITUTE OF APPLIED PHYSICS - CHINESE ACADEMY OF SCIENCES,country::CN,1,116709402
assignee_country,assignee::SHANGHAI YIJING HYDROGEN ENERGY TECHNOLOGY,country::CN,1,108835141
assignee_country,assignee::SICHUAN LANGSHENG NEW ENERGY TECHNOLOGY,country::CN,1,104081456
assignee_country,assignee::SIEMENS ENERGY,country::DK,1,87171527
assignee_country,assignee::SIEMENS ENERGY,country::US,1,107278856
assignee_country,assignee::SK INNOVATION,country::KR,1,107413525
assignee_country,assignee::SOOCHOW UNIVERSITY,country::CN,1,110495249
assignee_country,assignee::SOUTH CHINA NORMAL UNIVERSITY,country::CN,1,104933063
assignee_country,assignee::SOUTH CHINA UNIVERSITY OF TECHNOLOGY,country::CN,1,110697556
assignee_country,assignee::STATE GRID CORPORATION OF CHINA,country::CN,1,86637940
assignee_country,assignee::SUNFIRE,country::DE,1,71609954
assignee_country,assignee::TAKAHATA PRECISION,country::JP,1,102708989
assignee_country,assignee::TECHNICAL INSTITUTE OF PHYSICS & CHEMISTRY - CHINESE ACADEMY OF SCIENCES,country::CN,1,80803000
assignee_country,assignee::TECHNISCHE UNIVERSITEIT DELFT,country::NL,1,109306159
assignee_country,assignee::TEXAS A & M UNIVERSITY,country::US,1,106991409
assignee_country,assignee::THALESNANO,country::EP,1,98314273
assignee_country,assignee::THALESNANO,country::RU,1,107513925
assignee_country,assignee::TIANJIN UNIVERSITY OF TECHNOLOGY,country::CN,1,110888177
assignee_country,assignee::TIANJING UNIVERSITY,country::CN,1,117651217
assignee_country,assignee::TOKYO INSTITUTE OF TECHNOLOGY,country::JP,1,86205375
assignee_country,assignee::TOPSOE,country::WO,1,64469752
assignee_country,assignee::TOYOTA MOTOR,country::BE,1,109304100
assignee_country,assignee::TOYOTA MOTOR,country::EP,1,109304100
assignee_country,assignee::TOYOTA MOTOR,country::NL,1,109304100
assignee_country,assignee::TOYOTA MOTOR,country::US,1,72753605
assignee_country,assignee::TSINGHUA UNIVERSITY,country::CN,1,96729039
assignee_country,assignee::TWELVE,country::CA,1,113958355
assignee_country,assignee::UCHICAGO ARGONNE,country::US,1,98849845
assignee_country,assignee::UNIST,country::KR,1,71965537
assignee_country,assignee::UNIVERSIDADE DO PORTO,country::PT,1,100959754
assignee_country,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,country::AU,1,69208275
assignee_country,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,country::CA,1,68986421
assignee_country,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,country::DE,1,92464691
assignee_country,assignee::UNIVERSITEIT ANTWERPEN,country::BE,1,94627574
assignee_country,assignee::UNIVERSITEIT ANTWERPEN,country::EP,1,94627574
assignee_country,assignee::UNIVERSITY OF BRITISH COLUMBIA,country::CA,1,83842416
assignee_country,assignee::UNIVERSITY OF BRITISH COLUMBIA,country::US,1,83842416
assignee_country,assignee::UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA,country::CN,1,98667734
assignee_country,assignee::UNIVERSITY OF ILLINOIS,country::US,1,106991476
assignee_country,assignee::UNIVERSITY OF MICHIGAN,country::CA,1,92032595
assignee_country,assignee::UNIVERSITY OF MICHIGAN,country::US,1,92032595
assignee_country,assignee::UNIVERSITY OF MICHIGAN,country::UY,1,92032595
assignee_country,assignee::UNIVERSITY OF NANKAI,country::CN,1,105758218
assignee_country,assignee::UNIVERSITY OF NORTHUMBRIA,country::GB,1,108109771
assignee_country,assignee::UNIVERSITY OF SZEGED,country::EP,1,98314273
assignee_country,assignee::UNIVERSITY OF SZEGED,country::RU,1,107513925
assignee_country,assignee::UNIVERSITY OF TORONTO,country::CA,1,103674986
assignee_country,assignee::UNIVERSITY OF TORONTO,country::US,1,103674986
assignee_country,assignee::UNIVERSITY OF YAMANASHI,country::JP,1,102708989
assignee_country,assignee::UNIVERSITY SOUTH SCIENCE & TECHNOLOGY CHINA,country::CN,1,100224447
assignee_country,assignee::VITO - VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK,country::BE,1,102038550
assignee_country,assignee::VITO - VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK,country::EP,1,102038550
assignee_country,assignee::WANHUA CHEMICAL GROUP,country::CN,1,110503287
assignee_country,assignee::XECA TURBO TECHNOLOGIES,country::CN,1,106753547
assignee_country,assignee::XI AN UNIVERSITY OF SCIENCE & TECHNOLOGY,country::CN,1,108150520
assignee_country,assignee::XIANGTAN UNIVERSITY,country::CN,1,110082631
assignee_country,assignee::YANCHENG INSTITUTE OF TECHNOLOGY,country::CN,1,115484302
assignee_country,assignee::YANGTZE DELTA REGION INSTITUTE OF UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA HUZHOU,country::CN,1,104276143
assignee_country,assignee::YANGZHOU UNIVERSITY,country::CN,1,117641010
assignee_country,assignee::YEDA RESEARCH & DEVELOPMENT,country::IL,1,7846740
assignee_country,assignee::YEDA RESEARCH & DEVELOPMENT,country::US,1,7846740
assignee_country,assignee::ZHEJIANG GUOQING ENERGY TECHNOLOGY DEVELOPMENT,country::CN,1,94787837
assignee_country,assignee::ZHEJIANG UNIVERSITY OF TECHNOLOGY,country::CN,1,114750156
assignee_country,assignee::ZHEJIANG WANLI UNIVERSITY,country::CN,1,112719442
assignee_country,assignee::ZHEJIANG ZHENENG TECHNOLOGY ENVIRONMENTAL PROTECTION GROUP,country::CN,1,112354020
assignee_country,assignee::ZHEJIANG ZHONGXIN DEGU NEW MATERIAL TECHNOLOGY,country::CN,1,95930332
assignee_country,assignee::ZHENGZHOU INSTITUTE OF EMERGING INDUSTRIAL TECHNOLOGY,country::CN,1,98666737
assignee_country,assignee::ZHONGSHAN POWER SUPPLY BUREAU OF GUANGDONG POWER GRID,country::CN,1,100072108
domain_cpc_group,cpc_group::C25B,"domain::Surface technology, coating",318,103674986; 69060627; 73827816; 68986421; 93504955; 105555372; 78510702; 64469752; 71292352; 112883886; 83691812; 92423180; 79681795; 102708989; 44789699; 106145261; 100674664; 112473551; 72753605; 114398668; 112473553; 113958355; 92565798; 83693059; 83256656; 109766128; 92464691; 71965537; 103030257; 115708489
domain_cpc_group,cpc_group::Y02E,"domain::Surface technology, coating",123,73827816; 93504955; 78510702; 64469752; 83691812; 79681795; 100674664; 72753605; 114398668; 113958355; 83256656; 104791873; 96823449; 104822026; 105156145; 110503287; 75166129; 105393249; 55016601; 77202004; 114887582; 112387292; 44672238; 117521363; 44441678; 100252610; 46248577; 14919739; 112262309; 80590207
domain_cpc_group,cpc_group::C25B,"domain::Materials, metallurgy",71,103674986; 73827816; 93504955; 78510702; 64469752; 71292352; 83691812; 100674664; 109766128; 103030257; 112046649; 105156145; 73295054; 84680718; 116476220; 55016601; 112387292; 104024514; 44672238; 102038550; 82565553; 101956586; 106991409; 14919739; 112262309; 86310831; 106413270; 107739736; 106753547; 98505907
domain_cpc_group,cpc_group::Y02P,"domain::Surface technology, coating",55,93504955; 83691812; 79681795; 96823449; 93617165; 105156145; 73295054; 104024514; 102038550; 82565553; 44668494; 116285153; 112262309; 87991721; 94621513; 107739736; 96376807; 93172689; 86310832; 104039102; 85758116; 104037474; 101790584; 98850824; 67597001; 66508929; 98666426; 96200636; 117825503; 79296485
domain_cpc_group,cpc_group::C25B,domain::Chemical engineering,46,73827816; 68986421; 78510702; 71292352; 83691812; 79681795; 92565798; 73295054; 95502318; 111220958; 106991409; 116285153; 87032374; 86310831; 107739736; 106753547; 96376807; 106574607; 107413525; 104997454; 83172492; 105886055; 108851809; 106413273; 85453370; 79012090; 67597001; 100393580; 96200636; 79296485
domain_cpc_group,cpc_group::C01B,"domain::Materials, metallurgy",40,78510702; 71292352; 83691812; 105036941; 107376902; 94627563; 73295054; 84680718; 116476220; 96729039; 104024514; 44672238; 108214882; 82565553; 106991409; 115970616; 112262309; 86310831; 106413270; 107739736; 106753547; 86205375; 96376807; 86310832; 66508929; 96200636; 67443260; 106413185; 111204819; 35372708
domain_cpc_group,cpc_group::Y02E,"domain::Materials, metallurgy",40,73827816; 93504955; 78510702; 64469752; 83691812; 100674664; 105156145; 55016601; 112387292; 44672238; 117521363; 14919739; 112262309; 86310831; 107739736; 106753547; 96376807; 77016544; 86310832; 77244658; 106413273; 85453370; 66508929; 105343084; 67443260; 106413185; 95617533; 66367131; 87171430; 35372708
domain_cpc_group,cpc_group::C01B,"domain::Surface technology, coating",38,78510702; 71292352; 83691812; 73295054; 84680718; 116476220; 104024514; 44672238; 117486565; 82565553; 106991409; 112262309; 86310831; 106413270; 107739736; 106753547; 86205375; 96376807; 86310832; 66508929; 96200636; 67443260; 106413185; 114398667; 111204819; 35372708; 100868293; 106316002; 116688896; 84413562
domain_cpc_group,cpc_group::B01J,"domain::Surface technology, coating",37,68986421; 78510702; 71292352; 83691812; 79681795; 92565798; 104024514; 117486565; 95502318; 111220958; 104081456; 116285153; 87032374; 112262309; 107739736; 96376807; 107413525; 104997454; 83172492; 100393580; 96200636; 114750156; 104127510; 80803000; 116298732; 90361734; 89550408; 116688896; 98849845; 72680476
domain_cpc_group,cpc_group::B01D,"domain::Surface technology, coating",31,83691812; 73295054; 77202004; 82565553; 101956586; 104081456; 115547269; 116285153; 112262309; 86310831; 106413270; 107739736; 111586005; 106753547; 96376807; 107413525; 105886055; 108851809; 109304100; 106991476; 79296485; 116181184; 106495795; 85758103; 67443260; 111204819; 116298732; 79163034; 1913318; 101368053
domain_cpc_group,cpc_group::B01J,domain::Chemical engineering,31,68986421; 78510702; 71292352; 83691812; 79681795; 107376902; 92565798; 94627563; 96729039; 108214882; 95502318; 111220958; 115970616; 116285153; 87032374; 107739736; 96376807; 107413525; 104997454; 83172492; 79012090; 100393580; 96200636; 104127510; 80803000; 90361734; 89550408; 98849845; 72680476; 1913318
domain_cpc_group,cpc_group::C25B,"domain::Electrical machinery, apparatus, energy",31,103674986; 92565798; 83256656; 115708489; 112387292; 106991409; 14919739; 112675495; 107413525; 105886055; 67597001; 66508929; 66367131; 114398667; 87171430; 101335911; 100868293; 116773798; 111493424; 101955362; 79824105; 110939894; 100582928; 72680476; 1913318; 110495249; 117920056; 114628861; 118083135; 85904334
domain_cpc_group,cpc_group::C25B,domain::Organic fine chemistry,31,73827816; 78510702; 64469752; 71292352; 79681795; 113958355; 110666488; 117486565; 95502318; 112177579; 112262309; 94621513; 107739736; 96376807; 86310832; 106413273; 85453370; 67597001; 66508929; 81302402; 87919517; 104127510; 101968427; 107089672; 100224447; 82922217; 98849845; 79163034; 84993693; 1913318
